,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year
1416,Montana,2017,High school graduate or GED completed,3,3147,26,3222.15,2007
1417,Montana,2017,"Some college credit, but not a degree",4,2715,28,3300.9,2005
1418,Montana,2017,"Associate degree (AA, AS)",5,1041,30,3305.3500000000004,2003
1419,Montana,2017,"Bachelor's degree (BA, AB, BS)",6,2514,31,3339.05,2002
1420,Montana,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,765,33,3300.7,2000
1421,Montana,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,313,34,3271.8999999999996,1999
1422,Montana,2018,Unknown or Not Stated,-9,42,29,3170.8999999999996,2003
1423,Montana,2018,8th grade or less,1,216,28,3226.75,2003
1424,Montana,2018,9th through 12th grade with no diploma,2,947,24,3165.75,2009
1425,Montana,2018,High school graduate or GED completed,3,3138,26,3246.5,2008
1426,Montana,2018,"Some college credit, but not a degree",4,2594,28,3290.95,2006
1427,Montana,2018,"Associate degree (AA, AS)",5,1026,30,3327.7,2004
1428,Montana,2018,"Bachelor's degree (BA, AB, BS)",6,2512,31,3341.3500000000004,2003
1429,Montana,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,767,33,3344.3500000000004,2001
1430,Montana,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,271,33,3320.3999999999996,2001
1431,Montana,2019,Unknown or Not Stated,-9,13,31,3359.6,2002
1432,Montana,2019,8th grade or less,1,253,28,3137.6499999999996,2004
1433,Montana,2019,9th through 12th grade with no diploma,2,897,24,3205.85,2010
1434,Montana,2019,High school graduate or GED completed,3,2963,26,3243.1499999999996,2009
1435,Montana,2019,"Some college credit, but not a degree",4,2489,28,3282.1,2007
1436,Montana,2019,"Associate degree (AA, AS)",5,1016,30,3309.1499999999996,2005
1437,Montana,2019,"Bachelor's degree (BA, AB, BS)",6,2361,31,3336.2,2004
1438,Montana,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,792,33,3312.1,2002
1439,Montana,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,286,34,3306.45,2001
1440,Montana,2020,8th grade or less,1,223,28,3137.35,2005
1441,Montana,2020,9th through 12th grade with no diploma,2,801,24,3194.55,2011
1442,Montana,2020,High school graduate or GED completed,3,2803,26,3221.3,2010
1443,Montana,2020,"Some college credit, but not a degree",4,2362,29,3271.95,2007
1444,Montana,2020,"Associate degree (AA, AS)",5,996,30,3290.75,2006
1445,Montana,2020,"Bachelor's degree (BA, AB, BS)",6,2506,31,3308.25,2005
1446,Montana,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,774,33,3320.1000000000004,2003
1447,Montana,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,312,34,3271.5,2002
1448,Montana,2021,8th grade or less,1,220,27,3222.85,2007
1449,Montana,2021,9th through 12th grade with no diploma,2,810,24,3205.1000000000004,2012
1450,Montana,2021,High school graduate or GED completed,3,2932,26,3228.3500000000004,2011
1451,Montana,2021,"Some college credit, but not a degree",4,2270,29,3248.3999999999996,2008
1452,Montana,2021,"Associate degree (AA, AS)",5,1073,30,3325.05,2007
1453,Montana,2021,"Bachelor's degree (BA, AB, BS)",6,2639,32,3292.15,2005
1454,Montana,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,909,33,3291.75,2004
1455,Montana,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,363,34,3279.95,2003
1456,Nebraska,2016,8th grade or less,1,1139,30,3266.25,1999
1457,Nebraska,2016,9th through 12th grade with no diploma,2,2048,25,3203.3,2006
1458,Nebraska,2016,High school graduate or GED completed,3,4942,26,3244.2,2006
1459,Nebraska,2016,"Some college credit, but not a degree",4,5913,27,3318.85,2005
1460,Nebraska,2016,"Associate degree (AA, AS)",5,2752,30,3351.3500000000004,2002
1461,Nebraska,2016,"Bachelor's degree (BA, AB, BS)",6,6504,31,3379.65,2001
1462,Nebraska,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2487,32,3393.9,2000
1463,Nebraska,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,789,33,3320.4,1999
1464,Nebraska,2017,8th grade or less,1,1156,30,3248.1000000000004,2000
1465,Nebraska,2017,9th through 12th grade with no diploma,2,2060,25,3164.45,2007
1466,Nebraska,2017,High school graduate or GED completed,3,4942,26,3246.0,2007
1467,Nebraska,2017,"Some college credit, but not a degree",4,5661,27,3301.55,2006
1468,Nebraska,2017,"Associate degree (AA, AS)",5,2674,30,3356.5,2003
1469,Nebraska,2017,"Bachelor's degree (BA, AB, BS)",6,6143,30,3388.85,2003
1470,Nebraska,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2424,32,3366.45,2001
1471,Nebraska,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,749,32,3335.6000000000004,2001
1472,Nebraska,2018,Unknown or Not Stated,-9,30,32,2841.6499999999996,2000
1473,Nebraska,2018,8th grade or less,1,1038,30,3210.2,2001
1474,Nebraska,2018,9th through 12th grade with no diploma,2,1965,26,3206.8999999999996,2007
1475,Nebraska,2018,High school graduate or GED completed,3,4890,26,3229.5,2008
1476,Nebraska,2018,"Some college credit, but not a degree",4,5294,28,3299.7,2006
1477,Nebraska,2018,"Associate degree (AA, AS)",5,2674,30,3320.1,2004
1478,Nebraska,2018,"Bachelor's degree (BA, AB, BS)",6,6317,31,3380.35,2003
1479,Nebraska,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2481,32,3405.1,2002
1480,Nebraska,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,799,33,3365.1,2001
1481,Nebraska,2019,Unknown or Not Stated,-9,33,28,2980.55,2005
1482,Nebraska,2019,8th grade or less,1,1131,30,3254.95,2002
1483,Nebraska,2019,9th through 12th grade with no diploma,2,1739,25,3174.95,2009
1484,Nebraska,2019,High school graduate or GED completed,3,4873,26,3241.2,2009
1485,Nebraska,2019,"Some college credit, but not a degree",4,5167,28,3286.0,2007
1486,Nebraska,2019,"Associate degree (AA, AS)",5,2468,30,3296.45,2005
1487,Nebraska,2019,"Bachelor's degree (BA, AB, BS)",6,6106,31,3363.4,2004
1488,Nebraska,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2459,32,3357.5,2003
1489,Nebraska,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,779,33,3345.4,2002
1490,Nebraska,2020,Unknown or Not Stated,-9,32,30,3359.95,2004
1491,Nebraska,2020,8th grade or less,1,1098,30,3217.45,2003
1492,Nebraska,2020,9th through 12th grade with no diploma,2,1734,26,3186.35,2009
1493,Nebraska,2020,High school graduate or GED completed,3,4807,26,3233.6,2010
1494,Nebraska,2020,"Some college credit, but not a degree",4,4852,28,3285.3999999999996,2008
1495,Nebraska,2020,"Associate degree (AA, AS)",5,2406,30,3315.2,2006
1496,Nebraska,2020,"Bachelor's degree (BA, AB, BS)",6,6120,31,3373.55,2005
1497,Nebraska,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2437,32,3360.3,2004
1498,Nebraska,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,805,33,3362.2,2003
1499,Nebraska,2021,Unknown or Not Stated,-9,32,33,3214.0,2002
1500,Nebraska,2021,8th grade or less,1,1050,30,3239.2,2004
1501,Nebraska,2021,9th through 12th grade with no diploma,2,1661,25,3158.55,2011
1502,Nebraska,2021,High school graduate or GED completed,3,4842,26,3223.3,2011
1503,Nebraska,2021,"Some college credit, but not a degree",4,4879,28,3270.7,2009
1504,Nebraska,2021,"Associate degree (AA, AS)",5,2436,30,3325.25,2007
1505,Nebraska,2021,"Bachelor's degree (BA, AB, BS)",6,6296,31,3367.6000000000004,2006
1506,Nebraska,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2595,32,3373.4,2005
1507,Nebraska,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,818,33,3316.8500000000004,2004
1508,Nevada,2016,Unknown or Not Stated,-9,849,28,3112.05,2002
1509,Nevada,2016,8th grade or less,1,883,31,3255.25,1998
1510,Nevada,2016,9th through 12th grade with no diploma,2,5655,26,3184.95,2005
1511,Nevada,2016,High school graduate or GED completed,3,11039,27,3199.45,2005
1512,Nevada,2016,"Some college credit, but not a degree",4,8044,28,3246.65,2004
1513,Nevada,2016,"Associate degree (AA, AS)",5,2654,30,3245.3500000000004,2002
1514,Nevada,2016,"Bachelor's degree (BA, AB, BS)",6,5012,32,3261.75,2000
1515,Nevada,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1639,33,3265.9,1999
1516,Nevada,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,485,34,3254.6000000000004,1998
1517,Nevada,2017,Unknown or Not Stated,-9,1039,28,3081.1000000000004,2003
1518,Nevada,2017,8th grade or less,1,858,31,3231.4,1999
1519,Nevada,2017,9th through 12th grade with no diploma,2,5177,26,3178.1499999999996,2006
1520,Nevada,2017,High school graduate or GED completed,3,11290,27,3184.5,2006
1521,Nevada,2017,"Some college credit, but not a degree",4,7799,29,3222.1,2004
1522,Nevada,2017,"Associate degree (AA, AS)",5,2664,30,3229.75,2003
1523,Nevada,2017,"Bachelor's degree (BA, AB, BS)",6,4849,32,3271.75,2001
1524,Nevada,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1601,33,3270.5,2000
1525,Nevada,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,479,34,3185.8,1999
1526,Nevada,2018,Unknown or Not Stated,-9,743,29,3140.2,2003
1527,Nevada,2018,8th grade or less,1,829,31,3219.2,2000
1528,Nevada,2018,9th through 12th grade with no diploma,2,4826,26,3179.3999999999996,2007
1529,Nevada,2018,High school graduate or GED completed,3,11699,27,3198.3,2007
1530,Nevada,2018,"Some college credit, but not a degree",4,7657,29,3233.85,2005
1531,Nevada,2018,"Associate degree (AA, AS)",5,2598,30,3227.5,2004
1532,Nevada,2018,"Bachelor's degree (BA, AB, BS)",6,5096,32,3277.1499999999996,2002
1533,Nevada,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1709,33,3282.8,2001
1534,Nevada,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,525,34,3226.5,2000
1535,Nevada,2019,Unknown or Not Stated,-9,1123,28,3126.25,2005
1536,Nevada,2019,8th grade or less,1,780,31,3229.55,2001
1537,Nevada,2019,9th through 12th grade with no diploma,2,4504,26,3162.85,2008
1538,Nevada,2019,High school graduate or GED completed,3,11268,27,3190.3500000000004,2008
1539,Nevada,2019,"Some college credit, but not a degree",4,7417,29,3216.05,2006
1540,Nevada,2019,"Associate degree (AA, AS)",5,2661,30,3222.0,2005
1541,Nevada,2019,"Bachelor's degree (BA, AB, BS)",6,5070,32,3255.2,2003
1542,Nevada,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1720,33,3274.8,2002
1543,Nevada,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,529,34,3210.55,2001
1544,Nevada,2020,Unknown or Not Stated,-9,1064,29,3138.55,2005
1545,Nevada,2020,8th grade or less,1,609,31,3213.5,2002
1546,Nevada,2020,9th through 12th grade with no diploma,2,4079,27,3165.4,2008
1547,Nevada,2020,High school graduate or GED completed,3,10951,27,3182.6000000000004,2009
1548,Nevada,2020,"Some college credit, but not a degree",4,7040,29,3209.3999999999996,2007
1549,Nevada,2020,"Associate degree (AA, AS)",5,2598,30,3222.6499999999996,2006
1550,Nevada,2020,"Bachelor's degree (BA, AB, BS)",6,5110,32,3262.1499999999996,2004
1551,Nevada,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1680,34,3264.8500000000004,2002
1552,Nevada,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,522,34,3243.0,2002
1553,Nevada,2021,Unknown or Not Stated,-9,797,29,3131.3999999999996,2006
1554,Nevada,2021,8th grade or less,1,513,32,3220.05,2002
1555,Nevada,2021,9th through 12th grade with no diploma,2,3822,27,3137.2,2009
1556,Nevada,2021,High school graduate or GED completed,3,11173,27,3164.7,2010
1557,Nevada,2021,"Some college credit, but not a degree",4,7109,29,3203.0,2008
1558,Nevada,2021,"Associate degree (AA, AS)",5,2537,31,3221.0,2006
1559,Nevada,2021,"Bachelor's degree (BA, AB, BS)",6,5299,32,3250.9,2005
1560,Nevada,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1892,33,3270.3999999999996,2004
1561,Nevada,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,544,34,3194.95,2003
1562,New Hampshire,2016,Unknown or Not Stated,-9,73,30,3240.75,2000
1563,New Hampshire,2016,8th grade or less,1,86,30,3406.8999999999996,1999
1564,New Hampshire,2016,9th through 12th grade with no diploma,2,656,25,3213.8,2006
1565,New Hampshire,2016,High school graduate or GED completed,3,2615,27,3330.45,2005
1566,New Hampshire,2016,"Some college credit, but not a degree",4,2553,28,3362.45,2004
1567,New Hampshire,2016,"Associate degree (AA, AS)",5,1091,30,3393.75,2002
1568,New Hampshire,2016,"Bachelor's degree (BA, AB, BS)",6,3017,32,3394.4,2000
1569,New Hampshire,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1800,33,3394.1499999999996,1999
1570,New Hampshire,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,376,34,3309.7,1998
1571,New Hampshire,2017,Unknown or Not Stated,-9,60,30,3000.8500000000004,2001
1572,New Hampshire,2017,8th grade or less,1,86,29,3228.0,2001
1573,New Hampshire,2017,9th through 12th grade with no diploma,2,617,24,3190.45,2008
1574,New Hampshire,2017,High school graduate or GED completed,3,2573,27,3306.3500000000004,2006
1575,New Hampshire,2017,"Some college credit, but not a degree",4,2347,28,3331.1,2005
1576,New Hampshire,2017,"Associate degree (AA, AS)",5,1158,31,3343.4,2002
1577,New Hampshire,2017,"Bachelor's degree (BA, AB, BS)",6,3169,31,3394.25,2002
1578,New Hampshire,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1714,33,3377.3,2000
1579,New Hampshire,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,392,34,3327.1,1999
1580,New Hampshire,2018,Unknown or Not Stated,-9,61,31,3186.75,2001
1581,New Hampshire,2018,8th grade or less,1,93,29,3214.15,2002
1582,New Hampshire,2018,9th through 12th grade with no diploma,2,564,25,3177.7,2008
1583,New Hampshire,2018,High school graduate or GED completed,3,2514,27,3312.0,2007
1584,New Hampshire,2018,"Some college credit, but not a degree",4,2382,29,3361.35,2005
1585,New Hampshire,2018,"Associate degree (AA, AS)",5,1082,31,3356.85,2003
1586,New Hampshire,2018,"Bachelor's degree (BA, AB, BS)",6,3126,32,3380.05,2002
1587,New Hampshire,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1774,33,3407.4,2001
1588,New Hampshire,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,399,34,3322.2,2000
1589,New Hampshire,2019,Unknown or Not Stated,-9,77,32,3344.8,2001
1590,New Hampshire,2019,8th grade or less,1,65,30,3340.1,2002
1591,New Hampshire,2019,9th through 12th grade with no diploma,2,548,25,3206.7,2009
1592,New Hampshire,2019,High school graduate or GED completed,3,2423,27,3303.8,2008
1593,New Hampshire,2019,"Some college credit, but not a degree",4,2265,29,3322.75,2006
1594,New Hampshire,2019,"Associate degree (AA, AS)",5,1073,31,3361.75,2004
1595,New Hampshire,2019,"Bachelor's degree (BA, AB, BS)",6,3141,32,3403.6499999999996,2003
1596,New Hampshire,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1876,33,3406.05,2002
1597,New Hampshire,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,371,34,3314.0,2001
1598,New Hampshire,2020,Unknown or Not Stated,-9,61,31,3184.3,2003
1599,New Hampshire,2020,8th grade or less,1,65,29,3266.25,2004
1600,New Hampshire,2020,9th through 12th grade with no diploma,2,561,25,3201.3,2010
1601,New Hampshire,2020,High school graduate or GED completed,3,2463,27,3293.7,2009
1602,New Hampshire,2020,"Some college credit, but not a degree",4,2197,29,3345.25,2007
1603,New Hampshire,2020,"Associate degree (AA, AS)",5,1029,31,3361.6499999999996,2005
1604,New Hampshire,2020,"Bachelor's degree (BA, AB, BS)",6,3181,32,3381.2,2004
1605,New Hampshire,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1828,33,3380.6,2003
1606,New Hampshire,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,406,34,3316.85,2002
1607,New Hampshire,2021,Unknown or Not Stated,-9,60,31,3161.2,2004
1608,New Hampshire,2021,8th grade or less,1,72,29,3363.45,2005
1609,New Hampshire,2021,9th through 12th grade with no diploma,2,527,25,3217.3999999999996,2011
1610,New Hampshire,2021,High school graduate or GED completed,3,2506,28,3288.3,2009
1611,New Hampshire,2021,"Some college credit, but not a degree",4,2179,30,3329.8,2007
1612,New Hampshire,2021,"Associate degree (AA, AS)",5,1115,31,3365.2,2006
1613,New Hampshire,2021,"Bachelor's degree (BA, AB, BS)",6,3559,32,3381.55,2005
1614,New Hampshire,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2144,33,3372.75,2004
1615,New Hampshire,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,463,34,3367.3999999999996,2003
1616,New Jersey,2016,Unknown or Not Stated,-9,527,31,3199.1499999999996,1999
1617,New Jersey,2016,8th grade or less,1,4470,30,3270.05,1999
1618,New Jersey,2016,9th through 12th grade with no diploma,2,7088,26,3185.1000000000004,2005
1619,New Jersey,2016,High school graduate or GED completed,3,23672,28,3228.95,2004
1620,New Jersey,2016,"Some college credit, but not a degree",4,13986,29,3247.95,2003
1621,New Jersey,2016,"Associate degree (AA, AS)",5,7000,31,3274.95,2001
1622,New Jersey,2016,"Bachelor's degree (BA, AB, BS)",6,26605,32,3285.7,2000
1623,New Jersey,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15752,33,3285.5,1999
1624,New Jersey,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3547,34,3274.3,1998
1625,New Jersey,2017,Unknown or Not Stated,-9,681,31,3158.45,2000
1626,New Jersey,2017,8th grade or less,1,4187,30,3277.2,2000
1627,New Jersey,2017,9th through 12th grade with no diploma,2,6454,27,3174.3,2005
1628,New Jersey,2017,High school graduate or GED completed,3,23473,28,3228.25,2005
1629,New Jersey,2017,"Some college credit, but not a degree",4,13495,29,3252.55,2004
1630,New Jersey,2017,"Associate degree (AA, AS)",5,7054,31,3269.4,2002
1631,New Jersey,2017,"Bachelor's degree (BA, AB, BS)",6,26826,32,3283.75,2001
1632,New Jersey,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15616,33,3283.6499999999996,2000
1633,New Jersey,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3464,34,3273.05,1999
1634,New Jersey,2018,Unknown or Not Stated,-9,618,31,3164.25,2001
1635,New Jersey,2018,8th grade or less,1,4149,30,3262.0,2001
1636,New Jersey,2018,9th through 12th grade with no diploma,2,6437,26,3193.1499999999996,2007
1637,New Jersey,2018,High school graduate or GED completed,3,23898,28,3228.3,2006
1638,New Jersey,2018,"Some college credit, but not a degree",4,12994,29,3242.05,2005
1639,New Jersey,2018,"Associate degree (AA, AS)",5,6828,31,3272.7,2003
1640,New Jersey,2018,"Bachelor's degree (BA, AB, BS)",6,26829,32,3290.2,2002
1641,New Jersey,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15901,33,3285.0,2001
1642,New Jersey,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3569,34,3247.75,2000
1643,New Jersey,2019,Unknown or Not Stated,-9,683,31,3126.8,2002
1644,New Jersey,2019,8th grade or less,1,3853,30,3241.1000000000004,2002
1645,New Jersey,2019,9th through 12th grade with no diploma,2,6080,27,3184.4,2007
1646,New Jersey,2019,High school graduate or GED completed,3,23164,28,3222.65,2007
1647,New Jersey,2019,"Some college credit, but not a degree",4,12505,30,3249.55,2005
1648,New Jersey,2019,"Associate degree (AA, AS)",5,6909,31,3259.4,2004
1649,New Jersey,2019,"Bachelor's degree (BA, AB, BS)",6,26943,32,3292.65,2003
1650,New Jersey,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15757,33,3278.9,2002
1651,New Jersey,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3691,34,3264.95,2001
1652,New Jersey,2020,Unknown or Not Stated,-9,920,31,3179.25,2003
1653,New Jersey,2020,8th grade or less,1,3827,30,3251.7,2003
1654,New Jersey,2020,9th through 12th grade with no diploma,2,5474,27,3185.45,2008
1655,New Jersey,2020,High school graduate or GED completed,3,23010,28,3225.3500000000004,2008
1656,New Jersey,2020,"Some college credit, but not a degree",4,11731,30,3250.1000000000004,2006
1657,New Jersey,2020,"Associate degree (AA, AS)",5,6800,31,3270.7,2005
1658,New Jersey,2020,"Bachelor's degree (BA, AB, BS)",6,26645,32,3292.2,2004
1659,New Jersey,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15924,33,3288.4,2003
1660,New Jersey,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3623,34,3264.1499999999996,2002
1661,New Jersey,2021,Unknown or Not Stated,-9,1144,31,3173.2,2004
1662,New Jersey,2021,8th grade or less,1,3566,30,3243.8999999999996,2004
1663,New Jersey,2021,9th through 12th grade with no diploma,2,5150,27,3197.1000000000004,2009
1664,New Jersey,2021,High school graduate or GED completed,3,23384,28,3230.5,2009
1665,New Jersey,2021,"Some college credit, but not a degree",4,11997,30,3246.85,2007
1666,New Jersey,2021,"Associate degree (AA, AS)",5,6910,31,3264.9,2006
1667,New Jersey,2021,"Bachelor's degree (BA, AB, BS)",6,28276,33,3299.25,2004
1668,New Jersey,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16990,33,3296.3,2004
1669,New Jersey,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4080,34,3256.8,2003
1670,New Mexico,2016,Unknown or Not Stated,-9,100,28,3041.2,2002
1671,New Mexico,2016,8th grade or less,1,668,28,3215.8,2001
1672,New Mexico,2016,9th through 12th grade with no diploma,2,4214,24,3124.5,2007
1673,New Mexico,2016,High school graduate or GED completed,3,5915,26,3170.95,2006
1674,New Mexico,2016,"Some college credit, but not a degree",4,6659,27,3187.4,2005
1675,New Mexico,2016,"Associate degree (AA, AS)",5,2194,29,3218.0,2003
1676,New Mexico,2016,"Bachelor's degree (BA, AB, BS)",6,3245,31,3261.4,2001
1677,New Mexico,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1186,33,3233.0,1999
1678,New Mexico,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,511,34,3205.5,1998
1679,New Mexico,2017,Unknown or Not Stated,-9,55,29,3089.8,2002
1680,New Mexico,2017,8th grade or less,1,648,28,3179.05,2002
1681,New Mexico,2017,9th through 12th grade with no diploma,2,3874,24,3116.6000000000004,2008
1682,New Mexico,2017,High school graduate or GED completed,3,5812,26,3164.45,2007
1683,New Mexico,2017,"Some college credit, but not a degree",4,6463,27,3184.4,2006
1684,New Mexico,2017,"Associate degree (AA, AS)",5,2164,29,3215.55,2004
1685,New Mexico,2017,"Bachelor's degree (BA, AB, BS)",6,3105,31,3231.55,2002
1686,New Mexico,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1133,33,3222.15,2000
1687,New Mexico,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,513,34,3210.15,1999
1688,New Mexico,2018,Unknown or Not Stated,-9,57,27,3043.65,2005
1689,New Mexico,2018,8th grade or less,1,557,28,3164.95,2003
1690,New Mexico,2018,9th through 12th grade with no diploma,2,3490,25,3130.0,2008
1691,New Mexico,2018,High school graduate or GED completed,3,5609,26,3174.0,2008
1692,New Mexico,2018,"Some college credit, but not a degree",4,6365,27,3183.5,2007
1693,New Mexico,2018,"Associate degree (AA, AS)",5,2159,29,3198.4,2005
1694,New Mexico,2018,"Bachelor's degree (BA, AB, BS)",6,3182,31,3230.5,2003
1695,New Mexico,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1084,33,3226.1000000000004,2001
1696,New Mexico,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,536,34,3189.95,2000
1697,New Mexico,2019,Unknown or Not Stated,-9,54,29,3202.1,2004
1698,New Mexico,2019,8th grade or less,1,572,29,3104.05,2003
1699,New Mexico,2019,9th through 12th grade with no diploma,2,3440,25,3107.45,2009
1700,New Mexico,2019,High school graduate or GED completed,3,5840,26,3163.5,2009
1701,New Mexico,2019,"Some college credit, but not a degree",4,6092,28,3170.75,2007
1702,New Mexico,2019,"Associate degree (AA, AS)",5,2135,29,3211.8,2006
1703,New Mexico,2019,"Bachelor's degree (BA, AB, BS)",6,3085,31,3220.45,2004
1704,New Mexico,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1232,33,3192.3500000000004,2002
1705,New Mexico,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,510,34,3167.4,2001
1706,New Mexico,2020,Unknown or Not Stated,-9,56,28,2932.1000000000004,2006
1707,New Mexico,2020,8th grade or less,1,519,29,3096.75,2004
1708,New Mexico,2020,9th through 12th grade with no diploma,2,3208,25,3136.3500000000004,2010
1709,New Mexico,2020,High school graduate or GED completed,3,5645,26,3158.05,2010
1710,New Mexico,2020,"Some college credit, but not a degree",4,5796,27,3173.05,2009
1711,New Mexico,2020,"Associate degree (AA, AS)",5,2056,29,3205.35,2007
1712,New Mexico,2020,"Bachelor's degree (BA, AB, BS)",6,2982,31,3243.2,2005
1713,New Mexico,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1146,33,3233.95,2003
1714,New Mexico,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,495,34,3195.6,2002
1715,New Mexico,2021,Unknown or Not Stated,-9,66,28,3142.6000000000004,2007
1716,New Mexico,2021,8th grade or less,1,502,28,3134.85,2006
1717,New Mexico,2021,9th through 12th grade with no diploma,2,2871,25,3126.7,2011
1718,New Mexico,2021,High school graduate or GED completed,3,5358,26,3147.8,2011
1719,New Mexico,2021,"Some college credit, but not a degree",4,5541,28,3178.6,2009
1720,New Mexico,2021,"Associate degree (AA, AS)",5,2076,29,3176.2,2008
1721,New Mexico,2021,"Bachelor's degree (BA, AB, BS)",6,3126,31,3222.3500000000004,2006
1722,New Mexico,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1411,33,3225.7,2004
