,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
1174,Massachusetts,2020,"Some college credit, but not a degree",4,11169,30,3263.9,2006,949951.0,14160242,749362,6175593,7235287,13503621,7613569,3989906,413514.0,904979,14.215071093140594,8.014696547506135,4.200117690280867,14.11922644165891,8.077856717146414,4.226296705281273
1175,Massachusetts,2020,"Associate degree (AA, AS)",5,3904,32,3287.05,2004,962488.0,11979937,773841,4726087,6480009,12033345,6883753,3557933,356355.0,570871,12.502332496612945,7.152040337126281,3.696599853712462,12.841797173608104,7.263298342347083,3.7257951456294047
1176,Massachusetts,2020,"Bachelor's degree (BA, AB, BS)",6,16994,33,3341.45,2003,967200.0,11591832,712487,4757632,6121713,11382398,6521028,3444135,356389.0,424368,11.768401571546732,6.7421712158808935,3.560933622828784,12.0881486393991,6.883769284086854,3.4565990459076112
1177,Massachusetts,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12502,34,3334.45,2002,959641.0,11217085,600037,4681737,5935311,11507438,6256148,3256542,351743.0,1154305,11.991398866867922,6.519258764475465,3.393500277708018,11.351616933995908,6.5177186142271015,3.2046621707704794
1178,Massachusetts,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4013,35,3305.8500000000004,2001,965934.0,10613329,490388,4328575,5794366,10572138,6135199,2711995,338708.0,944333,10.944990030374747,6.351571639470191,2.807640066505579,10.676122008066287,6.175546209807272,2.9731825795853726
1179,Massachusetts,2021,Unknown or Not Stated,-9,1611,31,3218.25,2004,962488.0,11979937,773841,4726087,6480009,12033345,6883753,3557933,356355.0,570871,12.502332496612945,7.152040337126281,3.696599853712462,12.841797173608104,7.263298342347083,3.7257951456294047
1180,Massachusetts,2021,8th grade or less,1,1189,30,3229.8999999999996,2004,962488.0,11979937,773841,4726087,6480009,12033345,6883753,3557933,356355.0,570871,12.502332496612945,7.152040337126281,3.696599853712462,12.841797173608104,7.263298342347083,3.7257951456294047
1181,Massachusetts,2021,9th through 12th grade with no diploma,2,3773,27,3181.65,2009,932437.0,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737.0,589413,16.274358482128015,9.529811665560247,4.9613132040019865,15.802427567630966,9.023046859741074,4.748822215948826
1182,Massachusetts,2021,High school graduate or GED completed,3,10811,28,3225.5,2009,932437.0,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737.0,589413,16.274358482128015,9.529811665560247,4.9613132040019865,15.802427567630966,9.023046859741074,4.748822215948826
1183,Massachusetts,2021,"Some college credit, but not a degree",4,11061,30,3256.75,2007,945070.0,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102.0,951016,15.14757425375898,8.521752886029606,4.495278656607447,14.721392102693967,8.417817593796133,4.411062439748486
1184,Massachusetts,2021,"Associate degree (AA, AS)",5,4089,32,3296.7,2005,955225.0,12976279,761359,5434971,6779949,12726283,7203922,3750687,391078.0,803602,13.3228119029548,7.541597005941009,3.926495851762674,13.507375068050324,7.647777731277159,4.00232343009642
1185,Massachusetts,2021,"Bachelor's degree (BA, AB, BS)",6,18531,33,3335.0,2004,962488.0,11979937,773841,4726087,6480009,12033345,6883753,3557933,356355.0,570871,12.502332496612945,7.152040337126281,3.696599853712462,12.841797173608104,7.263298342347083,3.7257951456294047
1186,Massachusetts,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13762,34,3330.4,2003,967200.0,11591832,712487,4757632,6121713,11382398,6521028,3444135,356389.0,424368,11.768401571546732,6.7421712158808935,3.560933622828784,12.0881486393991,6.883769284086854,3.4565990459076112
1187,Massachusetts,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4310,35,3296.7,2002,959641.0,11217085,600037,4681737,5935311,11507438,6256148,3256542,351743.0,1154305,11.991398866867922,6.519258764475465,3.393500277708018,11.351616933995908,6.5177186142271015,3.2046621707704794
1188,Michigan,2016,Unknown or Not Stated,-9,1125,28,3092.25,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1189,Michigan,2016,8th grade or less,1,2241,29,3287.5,2000,1700074.0,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727.0,1866666,9.752826053454143,4.534706136321125,3.005547405583522,9.831282757285353,4.501186337741965,3.0338082634413164
1190,Michigan,2016,9th through 12th grade with no diploma,2,10583,24,3130.55,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,11.764100581509458,5.69759254965837,3.9857370974809556,12.273179863266074,5.709441760918801,3.9379787547417564
1191,Michigan,2016,High school graduate or GED completed,3,28259,26,3220.1000000000004,2006,1714416.0,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945.0,1842154,12.031361116555141,5.48340192812013,3.8659421050666816,11.978562947735997,5.521609056581257,3.846489941372027
1192,Michigan,2016,"Some college credit, but not a degree",4,26973,28,3275.75,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1193,Michigan,2016,"Associate degree (AA, AS)",5,9932,30,3340.85,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1194,Michigan,2016,"Bachelor's degree (BA, AB, BS)",6,21964,31,3365.55,2001,1705088.0,16772419,1090642,10480592,5201185,17573761,8136476,5430837,795607.0,2007947,10.306659245739809,4.771880395615945,3.185077251144809,10.271799612069179,4.673440381418772,3.180652110468387
1195,Michigan,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9533,32,3358.2,2000,1700074.0,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727.0,1866666,9.752826053454143,4.534706136321125,3.005547405583522,9.831282757285353,4.501186337741965,3.0338082634413164
1196,Michigan,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2705,33,3311.8999999999996,1999,1696275.0,15248112,1018825,9519308,4709979,15837858,7222378,4848897,701589.0,1875573,9.336845735508689,4.2577872102106085,2.8585559534863156,9.382625765735067,4.359810314862469,2.904637343136321
1197,Michigan,2017,Unknown or Not Stated,-9,1142,29,3073.9,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1198,Michigan,2017,8th grade or less,1,2311,30,3317.0,2000,1700074.0,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727.0,1866666,9.752826053454143,4.534706136321125,3.005547405583522,9.831282757285353,4.501186337741965,3.0338082634413164
1199,Michigan,2017,9th through 12th grade with no diploma,2,10252,24,3132.45,2008,1661936.0,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352.0,1375044,12.457627730550394,5.781737082535067,4.052928632630859,12.43743251861533,5.864891589243462,4.008907053228642
1200,Michigan,2017,High school graduate or GED completed,3,28028,26,3199.8,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,11.764100581509458,5.69759254965837,3.9857370974809556,12.273179863266074,5.709441760918801,3.9379787547417564
1201,Michigan,2017,"Some college credit, but not a degree",4,25861,28,3267.3500000000004,2005,1721351.0,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610.0,1937442,11.903157461784378,5.38490639038755,3.76417709113365,11.684712171906526,5.342006505212986,3.7398693207500773
1202,Michigan,2017,"Associate degree (AA, AS)",5,9518,30,3339.5,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,11.154604560265756,4.945270916332404,3.482748379410393,11.090106027211396,5.0316146337477905,3.4758634531238646
1203,Michigan,2017,"Bachelor's degree (BA, AB, BS)",6,22200,31,3363.6000000000004,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1204,Michigan,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9433,33,3348.75,2000,1700074.0,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727.0,1866666,9.752826053454143,4.534706136321125,3.005547405583522,9.831282757285353,4.501186337741965,3.0338082634413164
1205,Michigan,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2681,33,3319.5,2000,1700074.0,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727.0,1866666,9.752826053454143,4.534706136321125,3.005547405583522,9.831282757285353,4.501186337741965,3.0338082634413164
1206,Michigan,2018,Unknown or Not Stated,-9,1060,28,3046.85,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1207,Michigan,2018,8th grade or less,1,2244,30,3273.7,2001,1705088.0,16772419,1090642,10480592,5201185,17573761,8136476,5430837,795607.0,2007947,10.306659245739809,4.771880395615945,3.185077251144809,10.271799612069179,4.673440381418772,3.180652110468387
1208,Michigan,2018,9th through 12th grade with no diploma,2,9624,24,3130.55,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,13.003157692770477,6.12851581935786,4.132656266768129,12.552590049290842,6.007300044898266,4.0543317765272215
1209,Michigan,2018,High school graduate or GED completed,3,27793,26,3209.95,2008,1661936.0,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352.0,1375044,12.457627730550394,5.781737082535067,4.052928632630859,12.43743251861533,5.864891589243462,4.008907053228642
1210,Michigan,2018,"Some college credit, but not a degree",4,25100,28,3266.9,2006,1714416.0,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945.0,1842154,12.031361116555141,5.48340192812013,3.8659421050666816,11.978562947735997,5.521609056581257,3.846489941372027
1211,Michigan,2018,"Associate degree (AA, AS)",5,9423,30,3336.8,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1212,Michigan,2018,"Bachelor's degree (BA, AB, BS)",6,22410,31,3368.6,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,11.154604560265756,4.945270916332404,3.482748379410393,11.090106027211396,5.0316146337477905,3.4758634531238646
1213,Michigan,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9542,33,3356.35,2001,1705088.0,16772419,1090642,10480592,5201185,17573761,8136476,5430837,795607.0,2007947,10.306659245739809,4.771880395615945,3.185077251144809,10.271799612069179,4.673440381418772,3.180652110468387
1214,Michigan,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2836,33,3342.95,2001,1705088.0,16772419,1090642,10480592,5201185,17573761,8136476,5430837,795607.0,2007947,10.306659245739809,4.771880395615945,3.185077251144809,10.271799612069179,4.673440381418772,3.180652110468387
1215,Michigan,2019,Unknown or Not Stated,-9,1088,29,3063.2,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1216,Michigan,2019,8th grade or less,1,2060,30,3276.8,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1217,Michigan,2019,9th through 12th grade with no diploma,2,9206,25,3117.95,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,13.003157692770477,6.12851581935786,4.132656266768129,12.552590049290842,6.007300044898266,4.0543317765272215
1218,Michigan,2019,High school graduate or GED completed,3,27980,26,3191.55,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,13.003157692770477,6.12851581935786,4.132656266768129,12.552590049290842,6.007300044898266,4.0543317765272215
1219,Michigan,2019,"Some college credit, but not a degree",4,23715,28,3258.15,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,11.764100581509458,5.69759254965837,3.9857370974809556,12.273179863266074,5.709441760918801,3.9379787547417564
1220,Michigan,2019,"Associate degree (AA, AS)",5,9055,30,3325.6,2005,1721351.0,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610.0,1937442,11.903157461784378,5.38490639038755,3.76417709113365,11.684712171906526,5.342006505212986,3.7398693207500773
1221,Michigan,2019,"Bachelor's degree (BA, AB, BS)",6,22331,31,3350.8999999999996,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1222,Michigan,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9665,33,3349.75,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1223,Michigan,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2786,33,3301.75,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,10.946202261964183,4.871297959779961,3.3863119224144778,10.705175258490476,4.856526816903573,3.331951145755241
1224,Michigan,2020,Unknown or Not Stated,-9,792,30,3107.8,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1225,Michigan,2020,8th grade or less,1,2139,30,3268.3,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,11.154604560265756,4.945270916332404,3.482748379410393,11.090106027211396,5.0316146337477905,3.4758634531238646
1226,Michigan,2020,9th through 12th grade with no diploma,2,8546,25,3128.1000000000004,2010,1510716.0,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325.0,1201729,13.2169229689763,6.260099846695209,4.123170072998499,12.640605169913053,6.143007561920787,4.0890784116523795
1227,Michigan,2020,High school graduate or GED completed,3,27691,27,3189.6000000000004,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,13.003157692770477,6.12851581935786,4.132656266768129,12.552590049290842,6.007300044898266,4.0543317765272215
1228,Michigan,2020,"Some college credit, but not a degree",4,22733,29,3256.65,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,11.764100581509458,5.69759254965837,3.9857370974809556,12.273179863266074,5.709441760918801,3.9379787547417564
1229,Michigan,2020,"Associate degree (AA, AS)",5,8965,30,3312.55,2006,1714416.0,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945.0,1842154,12.031361116555141,5.48340192812013,3.8659421050666816,11.978562947735997,5.521609056581257,3.846489941372027
1230,Michigan,2020,"Bachelor's degree (BA, AB, BS)",6,21237,31,3352.6000000000004,2005,1721351.0,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610.0,1937442,11.903157461784378,5.38490639038755,3.76417709113365,11.684712171906526,5.342006505212986,3.7398693207500773
1231,Michigan,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9212,33,3329.75,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,11.154604560265756,4.945270916332404,3.482748379410393,11.090106027211396,5.0316146337477905,3.4758634531238646
1232,Michigan,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2759,33,3321.55,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,11.154604560265756,4.945270916332404,3.482748379410393,11.090106027211396,5.0316146337477905,3.4758634531238646
1233,Michigan,2021,Unknown or Not Stated,-9,905,30,3150.5,2005,1721351.0,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610.0,1937442,11.903157461784378,5.38490639038755,3.76417709113365,11.684712171906526,5.342006505212986,3.7398693207500773
1234,Michigan,2021,8th grade or less,1,1946,30,3256.85,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1235,Michigan,2021,9th through 12th grade with no diploma,2,7956,25,3110.75,2011,1455966.0,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583.0,1273466,12.685700078161165,6.317987507950049,4.137738106521718,12.778652605906027,6.257176157975162,4.120636130592861
1236,Michigan,2021,High school graduate or GED completed,3,27780,27,3178.3,2010,1510716.0,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325.0,1201729,13.2169229689763,6.260099846695209,4.123170072998499,12.640605169913053,6.143007561920787,4.0890784116523795
1237,Michigan,2021,"Some college credit, but not a degree",4,22583,29,3248.45,2008,1661936.0,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352.0,1375044,12.457627730550394,5.781737082535067,4.052928632630859,12.43743251861533,5.864891589243462,4.008907053228642
1238,Michigan,2021,"Associate degree (AA, AS)",5,9299,30,3317.15,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,11.764100581509458,5.69759254965837,3.9857370974809556,12.273179863266074,5.709441760918801,3.9379787547417564
1239,Michigan,2021,"Bachelor's degree (BA, AB, BS)",6,21980,31,3348.05,2006,1714416.0,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945.0,1842154,12.031361116555141,5.48340192812013,3.8659421050666816,11.978562947735997,5.521609056581257,3.846489941372027
1240,Michigan,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9545,33,3335.5,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1241,Michigan,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2986,33,3302.45,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,11.535931490716376,5.229838709677419,3.6412400171135197,11.377430959790729,5.19774126422454,3.615890551966355
1242,Minnesota,2016,Unknown or Not Stated,-9,984,30,3298.2,2000,839839.0,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329.0,901829,9.211754872064764,4.555315959368403,2.312698029026992,9.355993172160732,4.5621282148220805,2.3017990729281133
1243,Minnesota,2016,8th grade or less,1,2412,31,3332.85,1998,841723.0,6672384,313550,3363505,2995329,6815289,3384437,1721705,452482.0,781250,8.096831142786879,4.0208441494410865,2.0454531954098916,8.499009639802718,4.206087453892974,2.1074423264911353
1244,Minnesota,2016,9th through 12th grade with no diploma,2,4831,26,3240.05,2005,814660.0,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632.0,937357,11.148936979844352,5.692893968035745,2.64843492990941,11.51295822748601,5.714348896807658,2.7549859525341867
1245,Minnesota,2016,High school graduate or GED completed,3,11557,27,3289.8500000000004,2005,814660.0,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632.0,937357,11.148936979844352,5.692893968035745,2.64843492990941,11.51295822748601,5.714348896807658,2.7549859525341867
1246,Minnesota,2016,"Some college credit, but not a degree",4,12707,28,3327.0,2004,822245.0,8688315,507014,6019336,2161965,8963393,4506036,2087673,653077.0,1039748,10.90112192837901,5.480162238748791,2.5389914198322883,11.067247385467551,5.467574837877757,2.6579906490437772
1247,Minnesota,2016,"Associate degree (AA, AS)",5,9096,30,3384.85,2002,832265.0,8065042,409915,4771002,2884125,8716123,4113812,2071915,595228.0,1283085,10.472773695878116,4.942911212174007,2.489489525571783,10.174399844021151,4.993685428150501,2.470756579734665
1248,Minnesota,2016,"Bachelor's degree (BA, AB, BS)",6,18737,31,3415.2,2001,836386.0,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072.0,964810,9.829954112096567,4.760847264301411,2.5258540912927763,9.738384724441513,4.754821168351264,2.3846163319490192
1249,Minnesota,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7207,33,3396.1499999999996,1999,843802.0,6949149,322148,3873937,2753064,7450965,3622534,1855510,497073.0,965469,8.830229129582532,4.293109046909109,2.1989874401814644,8.918424461309817,4.368245887304722,2.1960004169982312
1250,Minnesota,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2218,33,3376.3999999999996,1999,843802.0,6949149,322148,3873937,2753064,7450965,3622534,1855510,497073.0,965469,8.830229129582532,4.293109046909109,2.1989874401814644,8.918424461309817,4.368245887304722,2.1960004169982312
1251,Minnesota,2017,Unknown or Not Stated,-9,771,30,3310.9,2001,836386.0,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072.0,964810,9.829954112096567,4.760847264301411,2.5258540912927763,9.738384724441513,4.754821168351264,2.3846163319490192
1252,Minnesota,2017,8th grade or less,1,2372,31,3348.05,1999,843802.0,6949149,322148,3873937,2753064,7450965,3622534,1855510,497073.0,965469,8.830229129582532,4.293109046909109,2.1989874401814644,8.918424461309817,4.368245887304722,2.1960004169982312
1253,Minnesota,2017,9th through 12th grade with no diploma,2,4816,26,3229.7,2006,812040.0,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359.0,1063443,11.910660804886458,5.9341756563716075,2.8533446628244916,12.013637819480582,6.04571013657761,2.8832044822769203
1254,Minnesota,2017,High school graduate or GED completed,3,11513,27,3288.0,2006,812040.0,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359.0,1063443,11.910660804886458,5.9341756563716075,2.8533446628244916,12.013637819480582,6.04571013657761,2.8832044822769203
1255,Minnesota,2017,"Some college credit, but not a degree",4,12206,28,3320.8999999999996,2005,814660.0,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632.0,937357,11.148936979844352,5.692893968035745,2.64843492990941,11.51295822748601,5.714348896807658,2.7549859525341867
1256,Minnesota,2017,"Associate degree (AA, AS)",5,8869,30,3374.0,2003,825674.0,8484497,463746,6064474,1956277,8938770,4318736,2130933,613899.0,1204124,10.82602819030271,5.230558307516041,2.5808406223279405,10.614461511921712,5.228123515216573,2.5642361829693834
1257,Minnesota,2017,"Bachelor's degree (BA, AB, BS)",6,18524,31,3408.0,2002,832265.0,8065042,409915,4771002,2884125,8716123,4113812,2071915,595228.0,1283085,10.472773695878116,4.942911212174007,2.489489525571783,10.174399844021151,4.993685428150501,2.470756579734665
1258,Minnesota,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7192,33,3395.45,2000,839839.0,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329.0,901829,9.211754872064764,4.555315959368403,2.312698029026992,9.355993172160732,4.5621282148220805,2.3017990729281133
1259,Minnesota,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2332,33,3377.5,2000,839839.0,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329.0,901829,9.211754872064764,4.555315959368403,2.312698029026992,9.355993172160732,4.5621282148220805,2.3017990729281133
1260,Minnesota,2018,Unknown or Not Stated,-9,389,31,3237.3999999999996,2001,836386.0,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072.0,964810,9.829954112096567,4.760847264301411,2.5258540912927763,9.738384724441513,4.754821168351264,2.3846163319490192
1261,Minnesota,2018,8th grade or less,1,2353,31,3338.3500000000004,2000,839839.0,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329.0,901829,9.211754872064764,4.555315959368403,2.312698029026992,9.355993172160732,4.5621282148220805,2.3017990729281133
1262,Minnesota,2018,9th through 12th grade with no diploma,2,4390,26,3228.9,2007,810104.0,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882.0,1074228,12.381255986885634,6.231475217996701,2.9689792915477518,12.354537496845152,6.312555005480691,2.9619815233310063
1263,Minnesota,2018,High school graduate or GED completed,3,11329,27,3286.55,2007,810104.0,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882.0,1074228,12.381255986885634,6.231475217996701,2.9689792915477518,12.354537496845152,6.312555005480691,2.9619815233310063
1264,Minnesota,2018,"Some college credit, but not a degree",4,12272,29,3312.65,2005,814660.0,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632.0,937357,11.148936979844352,5.692893968035745,2.64843492990941,11.51295822748601,5.714348896807658,2.7549859525341867
1265,Minnesota,2018,"Associate degree (AA, AS)",5,8500,30,3375.3500000000004,2004,822245.0,8688315,507014,6019336,2161965,8963393,4506036,2087673,653077.0,1039748,10.90112192837901,5.480162238748791,2.5389914198322883,11.067247385467551,5.467574837877757,2.6579906490437772
1266,Minnesota,2018,"Bachelor's degree (BA, AB, BS)",6,18724,31,3401.1000000000004,2003,825674.0,8484497,463746,6064474,1956277,8938770,4318736,2130933,613899.0,1204124,10.82602819030271,5.230558307516041,2.5808406223279405,10.614461511921712,5.228123515216573,2.5642361829693834
1267,Minnesota,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7144,33,3389.75,2001,836386.0,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072.0,964810,9.829954112096567,4.760847264301411,2.5258540912927763,9.738384724441513,4.754821168351264,2.3846163319490192
1268,Minnesota,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2243,34,3367.45,2000,839839.0,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329.0,901829,9.211754872064764,4.555315959368403,2.312698029026992,9.355993172160732,4.5621282148220805,2.3017990729281133
1269,Minnesota,2019,Unknown or Not Stated,-9,321,31,3329.2,2002,832265.0,8065042,409915,4771002,2884125,8716123,4113812,2071915,595228.0,1283085,10.472773695878116,4.942911212174007,2.489489525571783,10.174399844021151,4.993685428150501,2.470756579734665
1270,Minnesota,2019,8th grade or less,1,2334,31,3308.95,2001,836386.0,7836617,350797,4694722,2791098,8221636,3981906,2112589,569072.0,964810,9.829954112096567,4.760847264301411,2.5258540912927763,9.738384724441513,4.754821168351264,2.3846163319490192
1271,Minnesota,2019,9th through 12th grade with no diploma,2,4505,26,3208.05,2008,807929.0,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142.0,1136550,12.949930006225795,6.48826567681071,3.204821215725639,12.694950787897616,6.539068779650803,3.0499033345165416
1272,Minnesota,2019,High school graduate or GED completed,3,11152,27,3283.1000000000004,2008,807929.0,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142.0,1136550,12.949930006225795,6.48826567681071,3.204821215725639,12.694950787897616,6.539068779650803,3.0499033345165416
1273,Minnesota,2019,"Some college credit, but not a degree",4,11599,29,3302.6,2006,812040.0,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359.0,1063443,11.910660804886458,5.9341756563716075,2.8533446628244916,12.013637819480582,6.04571013657761,2.8832044822769203
1274,Minnesota,2019,"Associate degree (AA, AS)",5,8012,30,3368.75,2005,814660.0,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632.0,937357,11.148936979844352,5.692893968035745,2.64843492990941,11.51295822748601,5.714348896807658,2.7549859525341867
